word v0 v1 v2 v3 v4 v5
alice 0.7988375908188925 0.7624701214912473 0.9914323724263231 0.9468731739114962 0.9130174094800668 1.0
was 0.7992934892119152 0.7628965836917987 0.9924030873410659 0.9471283535703913 0.9125334983202442 1.0
beginning 0.7947232854493537 0.7636811292487506 0.9945130055806051 0.9454579875889023 0.9168035887764268 1.0
to 0.7992869145773805 0.7627943149918847 0.9923262767355923 0.9463995253148995 0.9127986467781654 1.0
get 0.801235793057245 0.764719577504835 0.99395905429203 0.9491209423479835 0.9152715890917882 1.0
very 0.8007469464858432 0.7638999742605319 0.9931819042787293 0.9460166669279534 0.913910209837612 1.0
tired 0.798716895307076 0.7608113874381974 0.9917250597823651 0.9473870438944902 0.9145216698743521 1.0
of 0.7983824550681033 0.7627301774811804 0.9918553326145912 0.9461830963148069 0.9123692262135092 1.0
sitting 0.7914329890203388 0.7586680641841275 0.9933923687398657 0.944755666435372 0.9153605963275079 1.0
by 0.7968030616117217 0.762170371597028 0.992179084463614 0.9463108792432129 0.9128135087596834 1.0
her 0.7985264367826326 0.7616470293217344 0.9930451698244998 0.9467683575121406 0.9137658827523442 1.0
sister 0.7908370800850035 0.7575766239641907 0.992620435639865 0.942760072086722 0.9128833850040572 1.0
on 0.7993701497731761 0.7632338200714013 0.9919531614337274 0.947345873973941 0.9124363996823258 1.0
the 0.7991220461144912 0.7623716327770664 0.991349297028521 0.9463876877499185 0.9124883633673955 1.0
bank 0.7933674481284014 0.7603149677335687 0.9935588431041785 0.9444561840764389 0.9206325186961197 1.0
and 0.7990575680925812 0.7625788497118756 0.991475489495853 0.9467896506538874 0.9121900870149042 1.0
having 0.7985736923021034 0.7619826707354491 0.9908977187478785 0.9471868086395312 0.9147157375581946 1.0
nothing 0.7983107402581278 0.7639403249760691 0.9922406887256898 0.9449660437840373 0.9125837655162344 1.0
do 0.8012692748545772 0.7641905261712426 0.9944438790539663 0.9490579141656726 0.9129876776502557 1.0
once 0.7967639029341081 0.7603003353745234 0.9923403494985877 0.9460860185377692 0.9126792936606151 1.0
or 0.7973878597168443 0.7628981414513467 0.9916992018162429 0.9445100319704546 0.9122283843329348 1.0
twice 0.7946521649470106 0.761318175393727 0.9989126588033203 0.9453897681618518 0.9146039831417312 1.0
she 0.7996855037512014 0.7627781072173887 0.9922137580697427 0.9472582202851441 0.912148117624492 1.0
peeped 0.7902413982344813 0.7564855996626665 0.9918487967027362 0.9407652382052224 0.910407117678988 1.0
into 0.7987780292456493 0.7611395055752881 0.9906197825863614 0.9477534783235692 0.9114954776148585 1.0
book 0.7954609126541567 0.7615319625910378 0.9915861502760198 0.9433579599865567 0.9126069995005303 1.0
reading 0.7973720113240516 0.7633169186809425 0.99472911877251 0.9448871649678156 0.9186120137733911 1.0
but 0.8002016194110354 0.7624106932686279 0.99342190779859 0.9479656771442547 0.9136603452671072 1.0
it 0.7993705133774859 0.7624557751463623 0.9918965786427589 0.9469833692611909 0.912450295132906 1.0
had 0.801156820639425 0.7640350598876527 0.9923750542964404 0.9468675934238844 0.9133945569826082 1.0
no 0.8014572044942143 0.7631270156097792 0.9930094254158495 0.9473727419679195 0.9130560685821308 1.0
pictures 0.7949401901101243 0.7618188688453293 0.9940423980714376 0.9449328964076996 0.9155396690639351 1.0
conversations 0.7988838339680799 0.7647311424285684 1.0 0.9506153666299486 0.91370943920017 0.9995940256434322
in 0.7983760335802945 0.7621688770200152 0.9909456963053658 0.9465493275270919 0.9124796284191965 1.0
what 0.7973683637771851 0.7624254164371382 0.9907311009997706 0.9431446603548425 0.9104578699370921 1.0
s 0.8007799048864863 0.7633473755541385 0.9916955729924263 0.9450353706299405 0.9136625424620951 1.0
use 0.7983963916971138 0.7606228623820979 0.989861127133419 0.9460644991849961 0.9115782165117297 1.0
a 0.799544357654467 0.7630688258192806 0.9917196412395421 0.9471662409696066 0.9127202517879858 1.0
thought 0.7994526512791224 0.7619244625361655 0.992648868358513 0.9462412460922296 0.9131414618633042 1.0
without 0.7949390672807772 0.7598430502531808 0.9893207239332653 0.941229282037492 0.9101983980528344 1.0
conversation 0.7931740260366101 0.7615687493632536 0.9958520799771832 0.9446421504782703 0.914540184624378 1.0
so 0.798819045031619 0.7630518295253838 0.9925749818797961 0.947246505537668 0.9126164141759658 1.0
considering 0.7941403650548784 0.7590178660146695 0.9942289229126026 0.9432334516089004 0.9133874322545146 1.0
own 0.7970539227746879 0.7590250877890429 0.9931120297368353 0.9453734606947983 0.9133928604721555 1.0
mind 0.7941679118068907 0.7593319179940073 0.9946680557333183 0.9437725129711502 0.9164565644389918 1.0
as 0.7992063178270886 0.7624536108302533 0.9933710907635668 0.9454741122223398 0.9104654947195204 1.0
well 0.7993504194164065 0.763829078814657 0.9929181753912786 0.9456287077801137 0.9120763050881376 1.0
could 0.8016000344622098 0.764454572015027 0.9923720439078568 0.9483597261689145 0.9130690098512162 1.0
for 0.8002513306643092 0.7627355831559923 0.992005507136218 0.9467616849873204 0.9124338390342499 1.0
hot 0.7985068259292183 0.7642774800540175 0.9909112801211122 0.9466023957310088 0.9107839886968931 1.0
day 0.7936103535966138 0.7610874068326878 0.9954718830253549 0.9428547677404784 0.9095303311360765 1.0
made 0.7996567106448272 0.7620276889603764 0.9940221241864646 0.9454994487048556 0.9137776627043172 1.0
feel 0.7985533709238344 0.7608076408661166 0.9955707548955722 0.9430344525202786 0.9152003075097296 1.0
sleepy 0.8023093483921623 0.7647531756722048 0.9949440018590104 0.9442705029067809 0.9145890450659037 1.0
stupid 0.7985533709238344 0.7608076408661166 0.9955707548955722 0.9430344525202786 0.9152003075097296 1.0
whether 0.8015777061750718 0.7641755615012565 0.9949634426048749 0.9476519530754657 0.9187983429463231 1.0
pleasure 0.7975858618254444 0.7618860086533815 0.9949021282577041 0.9472787006134047 0.9187479528923321 1.0
making 0.7975858618254444 0.7618860086533815 0.9949021282577041 0.9472787006134047 0.9187479528923321 1.0
daisy 0.7950503995971077 0.7609019458056242 0.9908957581220096 0.9420896310465968 0.9112266804642057 1.0
chain 0.7950503995971077 0.7609019458056242 0.9908957581220096 0.9420896310465968 0.9112266804642057 1.0
would 0.7992957992753327 0.7627182833632535 0.991937159767041 0.9467899866001388 0.9114563971842847 1.0
be 0.7994941264967449 0.763223177200392 0.9914321326756453 0.9471107580180265 0.9119309109006147 1.0
worth 0.7950503995971077 0.7609019458056242 0.9908957581220096 0.9420896310465968 0.9112266804642057 1.0
trouble 0.791233299868917 0.758631350960705 0.9923376386366684 0.9424192545576543 0.9117946892270762 1.0
getting 0.8000210640803358 0.7634207681013172 0.9946673361268537 0.948611046412833 0.9142734855680718 1.0
up 0.7984951182209465 0.761356790787798 0.9900463613336867 0.94588707141669 0.9105060423694009 1.0
picking 0.791233299868917 0.758631350960705 0.9923376386366684 0.9424192545576543 0.9117946892270762 1.0
daisies 0.791233299868917 0.758631350960705 0.9923376386366684 0.9424192545576543 0.9117946892270762 1.0
when 0.799498013112115 0.7625267845081991 0.9910163038224997 0.9452274302005047 0.9124116701805891 1.0
suddenly 0.7995277022402494 0.7630830380990825 0.9926205215039132 0.9455223289359567 0.9130394415747282 1.0
white 0.7987608886041018 0.7624148538331595 0.9945663197157825 0.9477448170623856 0.914003057163679 1.0
rabbit 0.7986641465624014 0.7630352685403786 0.9967654333547107 0.9474288698361203 0.9144925138472703 1.0
with 0.7992719955955575 0.7626290782118935 0.9921478393418632 0.9460300584111607 0.912393171811298 1.0
pink 0.7929155142792368 0.7582539433835537 0.9937754288928625 0.9421971789255783 0.9127725442321489 1.0
eyes 0.7976471795331145 0.7584041602793425 0.9926242283811176 0.9461460830479171 0.9106022444618528 1.0
ran 0.796741836166895 0.7642418579669702 0.9975211839361836 0.9470660409837478 0.9149340087138669 1.0
close 0.8031029684598058 0.7664781995117053 0.9973251771252409 0.9528089197743532 0.917518630571853 1.0
there 0.7998503065066513 0.7628187171443124 0.9920034086420324 0.9467558225497277 0.9117739350772804 1.0
remarkable 0.7921867191015068 0.7602194156698493 0.9932039777370554 0.9434010674984882 0.9165513423747577 1.0
that 0.7999172124023217 0.7636929126735434 0.9917886710765711 0.9470562322617048 0.9133445474029158 1.0
nor 0.7921867191015068 0.7602194156698493 0.9932039777370554 0.9434010674984882 0.9165513423747577 1.0
did 0.7999443552946562 0.7633558813059359 0.9941834140807385 0.9466723494554906 0.9130008513913771 1.0
think 0.7993529502844314 0.7644675952056332 0.9939564945442945 0.945405822310245 0.913317806080081 1.0
much 0.7985085841881456 0.7610520345613745 0.9919785993890732 0.944991071628284 0.9116709264699021 1.0
out 0.7984087278303806 0.7629242937720072 0.9915499241241815 0.946872390635217 0.9120293725044051 1.0
way 0.7987279950117395 0.7612819365406738 0.9920342193003259 0.9468771266673558 0.91116271674018 1.0
hear 0.7974588167853154 0.7603662629616225 0.9939356894084401 0.9463987270889483 0.9105187656042263 1.0
say 0.8002402815839404 0.764046084270867 0.9945885899039802 0.9475544529552483 0.9133409270450525 1.0
itself 0.7968520078505396 0.7630579978378076 0.9993351822716857 0.9472504000887744 0.9133984966049142 1.0
oh 0.8018278631978845 0.7649955565894625 0.995937119760447 0.9482699140174689 0.9148900598370897 1.0
dear 0.8013277183510642 0.7653498654058574 0.9977089983455053 0.9483764708309985 0.9151205932830089 1.0
i 0.7997692127408412 0.7635127273462444 0.9914699254034608 0.9461050719987399 0.911945984717577 1.0
shall 0.7994992394390041 0.7634324978954022 0.9928844670577281 0.9454532791928453 0.912270226142663 1.0
late 0.8006566305075444 0.7643640319818166 0.9946227850032526 0.9495707611554787 0.9140034956789223 1.0
over 0.7996617995437337 0.7634376264363476 0.9953819440228068 0.945785106033624 0.9142668728893544 1.0
afterwards 0.7976313977236119 0.7611782520499415 0.9971487185752002 0.9458819403189467 0.9189053054970188 1.0
occurred 0.7976313977236119 0.7611782520499415 0.9971487185752002 0.9458819403189467 0.9189053054970188 1.0
ought 0.7945204747390803 0.7590343072185826 0.99371970185952 0.9440824323182947 0.9161405604315279 1.0
have 0.8001637212031961 0.7631332674766341 0.9947243602261835 0.9452688535762449 0.9151390361057825 1.0
wondered 0.7945204747390803 0.7590343072185826 0.99371970185952 0.9440824323182947 0.9161405604315279 1.0
at 0.7964479950809511 0.7600060288438092 0.9907285996277393 0.9441748950736485 0.9102928964090964 1.0
