word v0 v1 v2 v3 v4 v5
alice 0.545086214975098 0.6678968216407868 0.6587532598799299 1.0 0.6890765268104574 0.5298671701090253
was 0.5463300286709808 0.669053508392316 0.6592738602952309 1.0 0.6893102388693164 0.530386623592593
beginning 0.5451287331591734 0.6744271644163979 0.6626198649070427 1.0 0.6908937133704748 0.5302818532461695
to 0.5455703936909666 0.6690325346639941 0.6592628834162885 1.0 0.6892581528335846 0.5305148949176153
get 0.5459924721522282 0.6685183344513371 0.6586462790304665 1.0 0.6886568575099996 0.5304302607086355
very 0.5458252442519171 0.6686038975304457 0.6594737486225585 1.0 0.6890647107624436 0.5302422546851617
tired 0.5440514234212489 0.6684519937530344 0.6582835958472405 1.0 0.6881989429319438 0.5280364935944244
of 0.545513834857645 0.6691766586169285 0.6591963573152657 1.0 0.689376378536095 0.5301631991633979
sitting 0.5430873681648395 0.6702850878534132 0.6606649614775746 1.0 0.6909078647482529 0.5301611371445937
by 0.5453741372681854 0.6682349113705562 0.659587583236219 1.0 0.6890394690329784 0.5308981193918371
her 0.5448743429514821 0.6699637181033251 0.6602236829728843 1.0 0.6893737323192555 0.5311137192228763
sister 0.5423306997198859 0.6718672083204076 0.6608220163045415 1.0 0.6899338452601192 0.5302079949142969
on 0.5460270665990803 0.6681408527798657 0.6585008233682396 1.0 0.6884630127743294 0.5300872717263958
the 0.5461821894140287 0.6700781002198585 0.6594239048754186 1.0 0.6893186430762123 0.5302107773639674
bank 0.5430647073264905 0.6702455405819413 0.6621306572188127 1.0 0.690443899091171 0.5308682484280925
and 0.5461143025795719 0.6680780098845293 0.6591271594462286 1.0 0.6893559745625565 0.5304718645714409
having 0.5415863504916605 0.6645520169181827 0.6578457736309945 1.0 0.6895025033683726 0.5298537066555994
nothing 0.545295928796657 0.6708732424223988 0.6597922170095528 1.0 0.687988496996841 0.5305106035026618
do 0.5481862276285961 0.6693796207110277 0.6605013617172173 1.0 0.6892670904966816 0.5323672797746207
once 0.5422763371522965 0.6653781427389341 0.6584312995987558 1.0 0.6892970041922665 0.5307222212062451
or 0.5458862945222506 0.6701999512092531 0.6600342192113047 1.0 0.6900897394102632 0.530744042331154
twice 0.5419538606152037 0.6686600325530898 0.6618498932962313 1.0 0.6901178961144192 0.532087010437601
she 0.5458793157298921 0.6684612191301946 0.6589739953120574 1.0 0.6894512020756917 0.5307215630756549
peeped 0.5415755693144114 0.6734461128957453 0.6609787518945613 1.0 0.6889618056093054 0.5302547574387177
into 0.5447131106841114 0.6677235875994625 0.6582638188225918 1.0 0.6893460835553029 0.5301079038359273
book 0.5427535111118906 0.6715967207015285 0.6594869716165571 1.0 0.6892460417531144 0.5304153646069846
reading 0.540135874065546 0.6695139662497652 0.660799906404748 1.0 0.690358778839481 0.5303303728136872
but 0.5461289168724373 0.6691372021154635 0.659339926002989 1.0 0.6891071759312386 0.5306240797697889
it 0.5459041132919051 0.6682334854058429 0.6587550803496431 1.0 0.6893196652949682 0.5304984340230707
had 0.5460994554092706 0.6684809492458591 0.6583369999027407 1.0 0.6887693467725076 0.530627897115
no 0.544774597861775 0.6670944994597963 0.6586144965391346 1.0 0.6884154769141355 0.5303895151824174
pictures 0.5421142002962311 0.6721612633892665 0.6613326261014151 1.0 0.6902202031214938 0.5307870466905413
conversations 0.5407906087249291 0.6695335029224974 0.6607880663855741 1.0 0.6897846618591558 0.530727272737361
in 0.5453458699451377 0.6678769863934764 0.658876236988516 1.0 0.6890396555194024 0.5306375691263853
what 0.5451275385967477 0.6702512427184713 0.66015081458976 1.0 0.6892641945585195 0.5305495101208945
s 0.5475143117265738 0.668847848946513 0.6595807385608157 1.0 0.6906999358058756 0.5302280206762531
use 0.5439255495200074 0.6649706652741106 0.6573451167105536 1.0 0.6891261913491058 0.5291972988693494
a 0.5461679012747644 0.6679055079278161 0.6590955523702414 1.0 0.6894551727896026 0.5306066365566869
thought 0.5460876293127591 0.6703253574826727 0.6596710292658649 1.0 0.6893143917498709 0.5302616316539216
without 0.5454513926539296 0.6701295719349466 0.6599128967497234 1.0 0.6904248279183389 0.5300954108950767
conversation 0.5439132384033961 0.6768925585659882 0.6637857237029616 1.0 0.6913595829108735 0.5303627322341123
so 0.5442190810840257 0.6675971675297129 0.6588189157096708 1.0 0.6888138763713793 0.5302120471360762
considering 0.5415603202016074 0.6701866825051328 0.6601240201857179 1.0 0.6888988681093825 0.5308367331220767
own 0.5407445392815694 0.6652884811604414 0.6586072638612419 1.0 0.6884965119838566 0.5304120565064182
mind 0.5415666934780974 0.6705069468546009 0.6614297557710513 1.0 0.6893716961234098 0.5303996152859586
as 0.5465295375291631 0.6714123493170735 0.660184453972347 1.0 0.6884654225265983 0.5314020109069992
well 0.5438738705193306 0.6713666054493362 0.659264472325206 1.0 0.6887785125474286 0.5298723729860867
could 0.5465251226211338 0.6679944997385033 0.6585604757735509 1.0 0.6902755338650083 0.5309439035866638
for 0.5455478117155033 0.6686992256377562 0.6590661126746603 1.0 0.6894338427092677 0.530409816947382
hot 0.5456884231811483 0.6684013010090671 0.6592402857494308 1.0 0.688396421771673 0.530680384172121
day 0.5435816431739766 0.6746192674715726 0.662353872469993 1.0 0.6907033424400856 0.5306530567807605
made 0.5454561484790632 0.6688518259626506 0.6600781720363794 1.0 0.6893149872643369 0.5306875599791828
feel 0.5426764793573909 0.6707542181619435 0.6623511149400508 1.0 0.6903903021923078 0.5293831440015109
sleepy 0.5443782853925616 0.6707117315048815 0.6614541337194708 1.0 0.6893762056112929 0.5306165563895163
stupid 0.5426764793573909 0.6707542181619435 0.6623511149400508 1.0 0.6903903021923078 0.5293831440015109
whether 0.5475686526391301 0.669689374469922 0.6599061431671431 1.0 0.6912967449305882 0.5305730311482446
pleasure 0.5421799242274881 0.6701139431174116 0.6613348149133828 1.0 0.6900264145255566 0.5308678628381802
making 0.5421799242274881 0.6701139431174116 0.6613348149133828 1.0 0.6900264145255566 0.5308678628381802
daisy 0.5427371584247372 0.6710784421251837 0.6627259079157418 1.0 0.6900677402232531 0.5304529810786793
chain 0.5427371584247372 0.6710784421251837 0.6627259079157418 1.0 0.6900677402232531 0.5304529810786793
would 0.5474394450686507 0.670806512374466 0.6599470368522657 1.0 0.689120676745548 0.5314115756458365
be 0.5450154779246295 0.6674208696396693 0.6592136472869609 1.0 0.6888977645208952 0.5303773612761473
worth 0.5427371584247372 0.6710784421251837 0.6627259079157418 1.0 0.6900677402232531 0.5304529810786793
trouble 0.5461094009555737 0.6767746908458557 0.6625848839033797 1.0 0.6918352091930168 0.5311941592165805
getting 0.5451409423019983 0.6707267870667902 0.6606596001066639 1.0 0.6897815639366456 0.5314659019397482
up 0.5478202559378856 0.6693733541683757 0.6590680547283003 1.0 0.6890798273352217 0.5315355128587587
picking 0.5461094009555737 0.6767746908458557 0.6625848839033797 1.0 0.6918352091930168 0.5311941592165805
daisies 0.5461094009555737 0.6767746908458557 0.6625848839033797 1.0 0.6918352091930168 0.5311941592165805
when 0.5457362460795921 0.668055163743077 0.6594486130521359 1.0 0.6900163667555654 0.5310588545142627
suddenly 0.5466321766669321 0.6706353835874513 0.6613958187417535 1.0 0.6907292205435014 0.5320286703624852
white 0.5467031874783694 0.6720273144034089 0.6607278412479995 1.0 0.689642668474267 0.5305391790848923
rabbit 0.5452877326719064 0.6713227048825989 0.6609825287927001 1.0 0.6895470425006484 0.5306789526537169
with 0.5472086988977438 0.6700904044812024 0.6602118180815892 1.0 0.6897070150738656 0.5299181636050784
pink 0.5434526723612846 0.6743017783155941 0.6624514696062457 1.0 0.6904184958774507 0.5305646749945261
eyes 0.5440178588951416 0.667643689620266 0.660270020867245 1.0 0.6899670309577112 0.5298499120082524
ran 0.5426627441748781 0.6694077835859155 0.6611694859703496 1.0 0.6902097887165977 0.5306677826247687
close 0.5442662725636817 0.6664376119411939 0.6604427265710313 1.0 0.689619877462387 0.5324448492707157
there 0.5454654842370397 0.668469202054513 0.6588581554623958 1.0 0.6880599346330595 0.5307899924872804
remarkable 0.5401462135200276 0.6738277943195708 0.6592797945074943 1.0 0.688403439708045 0.5298779760823105
that 0.5457410339122201 0.6684975186202821 0.6587107716332212 1.0 0.6887092394267585 0.5305875977128168
nor 0.5401462135200276 0.6738277943195708 0.6592797945074943 1.0 0.688403439708045 0.5298779760823105
did 0.5458801799550971 0.6711334724201239 0.6601947794766916 1.0 0.6886030229306003 0.5311112962204699
think 0.5459387125939468 0.6713063363200351 0.6602236485015412 1.0 0.689496322155822 0.5310612217228374
much 0.5484334909829731 0.6696707786411351 0.6599901056265504 1.0 0.6901042575439879 0.5308872451906549
out 0.5444348713691483 0.6669787844646659 0.6587358504343396 1.0 0.6889828164849604 0.5303507010409575
way 0.545066539781185 0.6683175233591528 0.6583584577190903 1.0 0.6885061925672503 0.5309855394270946
hear 0.5445628231787598 0.6678046043656283 0.6585873785856519 1.0 0.689982602370139 0.5307615830006218
say 0.5469205384295039 0.6705917701954339 0.6593932703439546 1.0 0.689560247767397 0.5299396511976964
itself 0.5430758402536457 0.6759137384653109 0.6606241298802706 1.0 0.6889942368035228 0.52982301617156
oh 0.5445765872028401 0.6678273926584676 0.6595080301010803 1.0 0.6888249332103104 0.5310861676465618
