word v0 v1 v2 v3 v4 v5
alice 0.461084565916936 0.5544020433093527 0.8271137780844416 1.0 0.4593459896516945 0.8849428106965727
was 0.46125803267785065 0.5538514573008633 0.8271689057237245 1.0 0.45999149737205924 0.8854702449800831
beginning 0.45349954102938106 0.5471201348844366 0.8306941815528015 1.0 0.46015108406509664 0.8800666851108717
to 0.4610274799157261 0.5540720299241217 0.8279899536645248 1.0 0.4595481379928735 0.8855283700983696
get 0.46187304394378 0.5550133176342393 0.8280665047120085 1.0 0.4608794916251458 0.8858583795305705
very 0.4603501934834905 0.5533502765072954 0.8283820177452254 1.0 0.46087238716116263 0.8856188141083808
tired 0.45855050592308133 0.5529582411694913 0.8295157304947678 1.0 0.4604862899755447 0.8805777863514519
of 0.4610407125892645 0.5532983783285635 0.8278488411801486 1.0 0.4600229778151067 0.8851855017826267
sitting 0.4534284267604277 0.5487450480042897 0.8293622761847317 1.0 0.4591727881429224 0.8805989423036804
by 0.45989884796502256 0.5521357391732682 0.8279891555477394 1.0 0.46027003427386354 0.8864265192147662
her 0.4599113339829511 0.5527791453128853 0.8284737032072832 1.0 0.45972774178354814 0.8841298549694141
sister 0.4537727181518006 0.5486155528683416 0.8285448874194701 1.0 0.45751807457787536 0.8787614575857164
on 0.46049189545483793 0.5556762924343486 0.8271792665313695 1.0 0.46015018723213724 0.885279074942569
the 0.46134917618960336 0.553335110947332 0.8275252889042951 1.0 0.460750588088062 0.8857454446852002
bank 0.45384556936403275 0.5482236715386023 0.8301150139394423 1.0 0.4554400500815073 0.8779178147031687
and 0.4615320404523968 0.5547099945345649 0.8271490327636367 1.0 0.46028415439801457 0.8856161285965657
having 0.45917713338496957 0.5546124933032108 0.8271778643020499 1.0 0.45523519185985695 0.8802086224847157
nothing 0.4591794904937815 0.552093801923695 0.8287179507413384 1.0 0.4601442239199965 0.8855466349648707
do 0.4600477256784844 0.5533285934977235 0.8277668214100535 1.0 0.4579170557581871 0.8854901818411279
once 0.45940284972461315 0.5542471635978173 0.8267104418370932 1.0 0.45414962342099296 0.8795609292767532
or 0.4594139788798232 0.552256136730916 0.8281576603393025 1.0 0.4592410847639516 0.8855699387173134
twice 0.4535090716591349 0.5483095674628793 0.8278285345384119 1.0 0.4546198837959974 0.8754597805035507
she 0.46142125925998734 0.5543623529844616 0.8275162836349915 1.0 0.4603125000332547 0.884586187017264
peeped 0.45411755813920496 0.5484858513940434 0.8277261962218965 1.0 0.4558607243820037 0.876921045008243
