word WORD_FIXATION_COUNT WORD_GAZE_DURATION WORD_FIRST_FIXATION_DURATION WORD_LAST_FIXATION_DURATION WORD_GO_PAST_TIME WORD_TOTAL_READING_TIME WORD_SKIP
spending 0.3467741935483871 0.3420332096802685 0.6092879256965945 0.6258689698757111 0.3148505898310658 0.3459729965741923 0.2857142857142857
some 0.16756187867721647 0.17078188386456977 0.3772788744250278 0.37782096107890745 0.10793472118213072 0.14814201240594535 0.5519147257354804
months 0.23924731182795697 0.24950685980097745 0.48723770209838324 0.4409451583456218 0.15758628248866238 0.21078233805781332 0.39285714285714285
a 0.06895545374431408 0.07160763969499014 0.16517197646233175 0.16800474491672227 0.04809740452174371 0.05898218980782078 0.8107926292035541
rather 0.23840068355954874 0.231500424067883 0.484987339299911 0.4997536068649383 0.15069969145817347 0.20765049503783245 0.3960148849042078
depressing 0.3387096774193548 0.23776717894364954 0.5205366357069143 0.5683589635559301 0.17822351925685398 0.2574729629878417 0.21428571428571427
convalescent 0.6774193548387096 0.5892951775304717 0.7316821465428277 0.705603539077312 0.4310082617452423 0.6919795794988917 0.14285714285714285
given 0.24193548387096772 0.2069657893187305 0.44863433092535265 0.46364721578540835 0.15676216312494007 0.20614406305277536 0.36904761904761907
month's 0.48387096774193544 0.34402049107931465 0.6930856553147575 0.697703812934485 0.19010234699330017 0.49338348895009065 0.07142857142857142
sick 0.25806451612903225 0.2863451686981099 0.6286893704850361 0.5651990730987992 0.17390768218997904 0.24793443944381005 0.2857142857142857
leave 0.2191042121432613 0.2056876868022379 0.4373946217452816 0.4561257789512754 0.14433786797545883 0.1934974131776004 0.4556032939491586
having 0.24679156277595968 0.23899760711976545 0.4995894986946385 0.5165903683723292 0.14488746722085177 0.21357916905854485 0.3379809351276743
no 0.13478655674030385 0.13751201121479087 0.3046576996058731 0.30999750997555664 0.08617375292784143 0.11565888327102666 0.6049709070024759
near 0.2022657450076805 0.2094309645780234 0.46747886874047867 0.4754547985193657 0.14791919891800695 0.18959091025407274 0.49315476190476193
relations 0.45161290322580644 0.3257375022080905 0.48255933952528385 0.5258057720665683 0.33511447244029763 0.37119634580506483 0.35714285714285715
or 0.0942008704012569 0.09809690859207441 0.21834409586974116 0.2230352810986323 0.06709685258251352 0.08114479111326638 0.729824642843076
friends 0.25207373271889394 0.2407928937340702 0.5007872622733304 0.5078937073038611 0.2162897893754074 0.21153451237417112 0.30408163265306115
trying 0.24059139784946235 0.24004592828122237 0.5213209494324046 0.5171020293518713 0.14734747283762864 0.21471977788226865 0.30357142857142855
make 0.1916766691672918 0.18779741279741283 0.4159132868475514 0.4237261986009053 0.11711211492486973 0.16990041617033172 0.5018617429082545
up 0.10311794305940346 0.10571779186125069 0.2415967504131714 0.24627340807716544 0.07242272031249473 0.0886182813424247 0.7070000812939411
mind 0.18344236408752534 0.1803377729848318 0.4054385964912281 0.4097730476812002 0.1205064202926836 0.15886984983848015 0.453946053946054
do 0.11074877734686714 0.11445341057264047 0.2595347669119185 0.26195512689532446 0.07384512583762085 0.09650161160113283 0.6979333437319102
when 0.16414105648528982 0.15878282292016738 0.35235332722185425 0.3575338790745205 0.09600697492585634 0.14099028052201318 0.5753821901082175
ran 0.15698924731182798 0.16725549078490257 0.3624011007911937 0.37407836528333693 0.09480455423568582 0.14718658337251742 0.6083333333333334
across 0.22368849788204626 0.2169272659468738 0.4670711240370683 0.4521037210103989 0.14113264670213171 0.18617524747033712 0.3726551226551226
john 0.18992577446645426 0.18386543837241007 0.39289009874218433 0.3971409297541757 0.13193942614265103 0.16336248800513417 0.48642614291150815
cavendish 0.31763821156949823 0.2685956652243232 0.5234345896199619 0.5208851199511692 0.1982307952936869 0.27091714936412215 0.22847035483159464
seen 0.17897989107666526 0.17730364053893466 0.3923015202891364 0.4008294142484158 0.1113812564735332 0.15497716273560969 0.5183518862090291
very 0.16355701595968838 0.1633200010597723 0.364154544224729 0.36533752214614224 0.09978436667780362 0.14180218047307921 0.5539242968046156
little 0.22947496911357096 0.22076003888491436 0.4797612176090631 0.4747763982992026 0.14001747059790598 0.19801384449687334 0.3484664838336221
him 0.14689926010780271 0.14647462750013135 0.3255579559309585 0.32776643214450735 0.10273853749901311 0.12618054538689716 0.5756639315711476
for 0.12658655629096358 0.12354091599431216 0.2776923729343872 0.2813739257411127 0.08110509106570503 0.10517086876322347 0.6543672183588681
years 0.16834677419354838 0.16971383147853736 0.3830882352941177 0.38767906045923745 0.10995108717990876 0.13940014777994222 0.46875
indeed 0.2921836228287841 0.26879169893875776 0.5034065650551719 0.5502736546158707 0.19742207779889145 0.25908381602947333 0.24862637362637363
never 0.22026943925505363 0.21432647142372643 0.4605958907091996 0.4604826055941818 0.13889057621490916 0.19571441736725242 0.4627623419360827
particularly 0.3064516129032258 0.2995716304539834 0.5929308565531476 0.5731514640825786 0.18018619754202803 0.25424867333915496 0.10714285714285714
well 0.21928198601966098 0.21676896096984888 0.45352453502841966 0.4527251239776728 0.13473948085071 0.19033764671176567 0.4117526341582946
he 0.09679191859278688 0.09770769273130663 0.22143931603674613 0.22252110658044866 0.06356723113683886 0.08156819289851575 0.7259590104648636
good 0.18775302608891545 0.18946284626570928 0.4148098438097266 0.4203564500157047 0.1303135174679866 0.16494280532288536 0.4827727255285676
fifteen 0.2887096774193548 0.2778661013955132 0.5373374613003096 0.5670950073730777 0.19991779357967857 0.24686303486263178 0.14285714285714285
senior 0.3225806451612903 0.32520756050167815 0.6214654282765738 0.5466610490836318 0.2362201487936208 0.2811177537448781 0.07142857142857142
one 0.14965199308096644 0.155124825636996 0.3444347535873481 0.34775193044430347 0.1002196449719896 0.13459376559670408 0.606066664066157
thing 0.21055380715097474 0.2094240103326665 0.4416017406820095 0.4372645282172223 0.13373610580612363 0.1787105863266599 0.3921602787456447
though 0.25091659183822945 0.25023936918560635 0.495851607554308 0.5105368391071793 0.14129097139454047 0.23087512251419978 0.38423417470596005
hardly 0.27899090157154666 0.2721581309816604 0.5505734169511258 0.5779715123721864 0.17967203854005612 0.25158140039580223 0.3241758241758242
looked 0.2604263235896951 0.25080477665866663 0.5094051369583179 0.4980186282183469 0.1554876803473659 0.23022923554248784 0.3355955872084905
his 0.1304311479743892 0.1268793734221536 0.2833417358920294 0.28482645280443214 0.08532429055147578 0.10869397020789996 0.6421937277083511
forty-five 0.564516129032258 0.3308602720367426 0.5267285861713106 0.566884348009269 0.4262402893665995 0.537112917310405 0.14285714285714285
boy 0.16129032258064516 0.1717011128775835 0.37110423116615066 0.3720244364862018 0.09215339718031978 0.13058373077181434 0.35714285714285715
often 0.2379032258064516 0.21496864511570393 0.4786377708978328 0.4819622919738783 0.13791154589173416 0.20851246053603814 0.36607142857142855
stayed 0.2338709677419355 0.2699169757993288 0.5981424148606811 0.57825995365494 0.14108676887664925 0.2213676361926513 0.32142857142857145
mother's 0.26344086021505375 0.23981334275451927 0.5083877995642703 0.4978407415209606 0.15245294824192435 0.22804572221849043 0.26785714285714285
place 0.19245900462879897 0.18985036859145352 0.4202274514395653 0.4258280564998256 0.13315004441112702 0.1629608829974835 0.3826855235976482
essex 0.2548387096774193 0.2478537360890302 0.5176057791537667 0.4699389087844955 0.18849932179703235 0.23351917780613957 0.3428571428571429
yarn 0.19354838709677416 0.26444091149973503 0.556656346749226 0.59637665894249 0.151958567964158 0.2011150668368375 0.2857142857142857
about 0.19133446412137345 0.18569428164748367 0.409011278114509 0.41490679944875825 0.12723575981582777 0.16647934217614455 0.47823068106699396
old 0.1557558507273877 0.15981496683149893 0.36100622567568486 0.3672212653055043 0.12217802955508865 0.13838840836260613 0.5660908807967632
times 0.18387096774193545 0.17625539978481156 0.3957069143446853 0.38955129555508744 0.10405539218067479 0.14839793108080873 0.41428571428571415
ended 0.18817204301075266 0.20626508861802978 0.41926384588923293 0.425812794045362 0.10293613931248029 0.17140234208817537 0.6190476190476192
inviting 0.3709677419354838 0.2876700229641406 0.5358101135190918 0.4910469770381294 0.1734966500883719 0.32048095653926245 0.21428571428571427
me 0.11069242417718374 0.11095290689145118 0.24990128038150666 0.25387944960709263 0.07504675994557357 0.09334954252833047 0.6721245828259913
spend 0.27419354838709675 0.26700229641406115 0.4928792569659443 0.5279123657046556 0.1485470015208188 0.22623765701618861 0.2857142857142857
there 0.205933568412346 0.19632855817066344 0.4189869470055228 0.4240759914564976 0.12189992785978516 0.1763142632923049 0.4518129113993775
mater 0.3709677419354838 0.3235882941765295 0.7034055727554179 0.7958710764693491 0.2233411429432639 0.3949307001634536 0.23809523809523808
be 0.10014491709301114 0.09812618873871162 0.22400708443581283 0.2281120034333748 0.0687261114670823 0.08428457286028702 0.7374387580795536
delighted 0.3225806451612903 0.2916887475711005 0.608720330237358 0.5995365493996209 0.24022771178429037 0.2829146234970108 0.08928571428571429
see 0.16199986096882932 0.1658165253689859 0.3589404388386481 0.3683802247409765 0.10031365765293612 0.14386496185093237 0.57763271289506
you 0.13857137086674065 0.13434700756855691 0.3009841636445318 0.3044859374792358 0.08620846106343222 0.11585646085971728 0.6108833589669994
again 0.21024459411556184 0.2074927545515781 0.4385594642715386 0.4375867812406679 0.13870559441791305 0.1832519633251815 0.3814952904238619
all 0.15006225240520657 0.15363296991521969 0.3421155287599804 0.34756224614622716 0.10105925977204785 0.1317410771280096 0.5800584795321637
those 0.1944789081885856 0.19306863424510484 0.416301500357228 0.4216849508191409 0.11783989983463862 0.16466354227488103 0.5000000000000001
added 0.2133995037220844 0.23706738412620765 0.5092958640946257 0.5297434817131468 0.13743964942123518 0.1951108607923278 0.33516483516483525
your 0.16414101573390916 0.15465034263688401 0.3386792799911123 0.3403545839849251 0.10683354127518657 0.13959336084350452 0.5895069799578925
mother 0.22280660744896366 0.22110473645000497 0.4793731273338219 0.47216192479562474 0.1358520665681381 0.19018928098924948 0.3476535541752933
keeps 0.282258064516129 0.2600983336277454 0.4974544203646371 0.5556140720455024 0.22946552125721018 0.2612458296948121 0.3928571428571428
oh 0.14293006343439332 0.14258240970201866 0.29741871348790827 0.3052077801221486 0.08581980787144528 0.11772599252623821 0.5967488088729205
yes 0.1941740141101674 0.19923821248163703 0.4143556855423472 0.42019244939943456 0.11793378000638166 0.16929083225550182 0.4539329003138278
suppose 0.31380141662399724 0.281958721092708 0.5491477877700788 0.5508196209691891 0.1628532021684227 0.265686025199359 0.2542044595616024
know 0.18708930704898444 0.182561155927169 0.3963350915414899 0.39832438031037143 0.12019256092789737 0.1641545009441496 0.5124669312169312
that 0.16663616826605343 0.15966557846761584 0.3492847398446224 0.3526785368981528 0.10092087183748949 0.14147722835733606 0.5577940302821446
she 0.12674125526158725 0.12775174172851544 0.285132715430395 0.28903330515637526 0.07872819512597956 0.10813447897727596 0.6591397558056914
married 0.30035842293906806 0.2800486761271076 0.5411420708634331 0.5518573133909137 0.20208941318316961 0.26954240463342366 0.28015873015873016
am 0.1034600602095236 0.11449021818536066 0.2591480240835669 0.2586995342674258 0.06931603654934618 0.09388823353580938 0.719134101728123
afraid 0.19964157706093186 0.19078588392313886 0.42963421625960335 0.44018444397631257 0.10132672028352084 0.16795712888948597 0.3738095238095238
showed 0.2774193548387096 0.26066949302243414 0.5429043196225858 0.5302737568589685 0.17112890945354262 0.2428254757266647 0.3357142857142857
surprise 0.26283046325491144 0.2597465776258346 0.5191274626193968 0.5209317796281309 0.15305729076689012 0.21695108160675075 0.21076799140708918
plainly 0.27419354838709675 0.2541070482246953 0.5103199174406605 0.6026964398567517 0.263594886760656 0.27826291395177 0.39285714285714285
mrs 0.19228858367041218 0.16904642420592764 0.37383659267140784 0.3761636919230693 0.1211784584437769 0.15879855384387873 0.5194542990848089
who 0.1315697743117098 0.13167127211244858 0.29411912133274365 0.30287673494962314 0.08337168127336239 0.11280006574558869 0.6408621140763996
john's 0.2243401759530792 0.21169939993469408 0.45579510273008733 0.47183356633535706 0.13417507725535183 0.1935184450130376 0.3307359307359308
father 0.25268817204301075 0.23125184007536947 0.500811833505332 0.5057205720572057 0.1333853973995369 0.207776359687423 0.3388888888888889
widower 0.27419354838709675 0.2339251015721604 0.5386996904024768 0.5526648409521804 0.2027415841177196 0.25300597837039024 0.2857142857142857
two 0.1462338652964929 0.14754497998246446 0.31618282982006185 0.32466767952455844 0.10019612131522872 0.12790612766982748 0.5886782323688969
sons 0.20161290322580644 0.20451333686627804 0.4055727554179567 0.4265852117126606 0.12014468329976571 0.1955733190031571 0.7142857142857143
handsome 0.3548387096774193 0.2845786963434022 0.5515995872033024 0.5135875289656625 0.2079822434132106 0.3089272519648015 0.17857142857142858
woman 0.20696587190275825 0.20281893146343272 0.44699959617714363 0.45849644168857223 0.14063737377889213 0.175722617632542 0.3863354037267081
middle-age 0.43548387096774194 0.33125772831655187 0.6798761609907121 0.6457762797556352 0.4727074684532862 0.3757640894740377 0.03571428571428571
remembered 0.3598175546392864 0.31985143775649455 0.5924386128720494 0.5826417388179387 0.22589223754716095 0.3099336640115773 0.14091777061701874
her 0.13938590040084925 0.13770793396271638 0.3093928872830934 0.3133923929753902 0.09884678638600987 0.11949537032386776 0.6138787775329587
certainly 0.32611098578840514 0.2912383382971619 0.5592088544410526 0.5663173354978706 0.19403424750130327 0.2751275772435173 0.1679154179154179
could 0.19872220057377787 0.19298288649499723 0.4226996990746763 0.4287652383209446 0.1264959289184456 0.1722422783851231 0.47501000400160065
not 0.15669643801860675 0.15839589870564963 0.35376078274214545 0.3574504039595925 0.10129249850715341 0.13793887292070714 0.5846830915419352
day 0.15620617110799437 0.15240720259901844 0.3294274689280746 0.33335673992931214 0.0909482987143035 0.1313212513333132 0.5634057971014493
less 0.19345238095238096 0.18629185908597673 0.41510762199616685 0.3964295745683991 0.14550414065909975 0.17504086339311703 0.5170068027210885
than 0.15285251601361882 0.14662745094089144 0.3301859777429473 0.3369061183418232 0.10148986069957859 0.12759715542837738 0.565574686940966
seventy 0.3629032258064516 0.41512100335629754 0.6622291021671827 0.6783231514640826 0.26817789469357556 0.36494928461073417 0.21428571428571427
recalled 0.3911290322580645 0.33523229111464403 0.6640350877192982 0.6616810617231936 0.20524887993752314 0.34872707731577884 0.21428571428571427
energetic 0.3548387096774193 0.3160219042571984 0.5956656346749226 0.5641457762797556 0.360249085453574 0.2878350238463088 0.14285714285714285
autocratic 0.5483870967741935 0.5786080197844904 0.590092879256966 0.6121761112281442 0.426897940729171 0.5125948814401827 0.21428571428571427
personality 0.2661290322580645 0.3034799505387741 0.6649122807017545 0.6935959553402149 0.18545768424513956 0.2605293208839927 0.17857142857142858
inclined 0.3018433179723502 0.3167108284755344 0.5936193424738317 0.5695506936711908 0.22620975555333733 0.2794806590601579 0.2224489795918367
charitable 0.3951612903225806 0.3357180710121887 0.6435500515995872 0.6282915525595113 0.36692835710468985 0.36494928461073417 0.07142857142857142
social 0.3064516129032258 0.34322557851969615 0.6862745098039216 0.5839477564777754 0.1652760080562292 0.30456102639887145 0.14285714285714285
fondness 0.3225806451612903 0.24085850556438793 0.5184726522187822 0.5803665472930272 0.22980804800854945 0.25095721098945384 0.21428571428571427
opening 0.304147465437788 0.3169540338657986 0.586687306501548 0.5965986036293599 0.17781835904241264 0.2789598307247934 0.2270408163265306
bazaars 0.3709677419354838 0.41847730083024204 0.792982456140351 0.7497366757952392 0.22027210325126392 0.3971250083965876 0.21428571428571427
playing 0.2588709677419356 0.26111111111111107 0.5233642930856554 0.5558352643775015 0.16159110526532122 0.23067777255323435 0.28214285714285714
lady 0.19199091698390436 0.18252212753491528 0.39298527649045895 0.39703616667996916 0.12262155083007635 0.16222261255634407 0.5290150842945873
bountiful 0.4032258064516129 0.4630807277866102 0.602889576883385 0.5140088476932799 0.3253730116322085 0.37180090011419353 0.21428571428571427
most 0.19241958758087788 0.1841871091871092 0.4061032557626986 0.40893797586445574 0.12435638630303435 0.16504220684713733 0.5106627499484642
generous 0.2846774193548387 0.2671745274686451 0.558875128998968 0.5639035180113756 0.22557441736199602 0.24390071874790087 0.30357142857142855
possessed 0.38968894009216587 0.40297808312514194 0.6712516585581602 0.6317222907701104 0.2740769393375337 0.3784102140889942 0.125
considerable 0.32795698924731176 0.3303597715362421 0.6794633642930856 0.5866161084193526 0.19558277501472868 0.2958285752670114 0.14285714285714285
fortune 0.25806451612903225 0.27073396926338106 0.5873065015479877 0.5603012428902465 0.16885198734021128 0.23631356216833477 0.2857142857142857
own 0.1369139932647997 0.13794874180903594 0.313455277522615 0.31814972691447313 0.08478042887209933 0.1198136077498105 0.6161123103087389
their 0.20482038123167154 0.1971900041752983 0.42668812740407164 0.4316919058927169 0.13016662680900834 0.1708552916821876 0.4675324675324675
country-place 0.7741935483870966 0.6168521462639109 0.45221878224974205 0.7092900779439646 0.34419828188581525 0.6367972056156378 0.07142857142857142
court 0.18602150537634404 0.18224695283518816 0.38632266941864474 0.3783442174004634 0.11106909449628016 0.1506549338348895 0.45952380952380956
purchased 0.3494623655913978 0.28700759583112523 0.5672514619883042 0.5674109964187909 0.19893953717785365 0.3069008754842032 0.14285714285714285
mr 0.1446764939090598 0.1305268011124469 0.28836159531849265 0.29373575758668324 0.08994887318893946 0.11749237137530241 0.6380885785473002
early 0.22526881720430106 0.21165724548077494 0.4750567595459237 0.4761884699108209 0.17576349212873524 0.19951635655269698 0.3785714285714286
life 0.18120387940122287 0.1865272423519252 0.3854843953405236 0.40189318055710455 0.15346007091781322 0.16196036283795442 0.45877684407096175
completely 0.3870967741935483 0.2866543013601838 0.5918059855521157 0.57609016220771 0.2550988532204365 0.3343924229193255 0.14285714285714285
under 0.21094955475261076 0.1982809196431488 0.4370345301745009 0.43803492245167325 0.14006140741940123 0.1854406005926407 0.43929803140329454
wife's 0.24193548387096772 0.19908143437555204 0.4243034055727555 0.4055192753317885 0.13333881376135479 0.17992207966682341 0.21428571428571427
ascendancy 0.5161290322580645 0.5620915032679739 0.7143446852425182 0.726353486412471 0.32233137408031565 0.5131994357493114 0.0
so 0.11646151964975117 0.12217608519583006 0.26793565797017593 0.2690705794289347 0.08020664183953696 0.1011398516033217 0.6741369281652722
much 0.17794374764371143 0.16844984099970653 0.37001263014133084 0.37595109904763546 0.10806367208905024 0.14966101671488174 0.5063506381452887
on 0.09502409450376273 0.09377578901121432 0.21349295550781835 0.21595841836640944 0.062333224608281175 0.07860183538744965 0.7293978407029742
