word IA_FIRST_FIXATION_DURATION IA_FIRST_RUN_DWELL_TIME IA_FIRST_RUN_FIXATION_COUNT IA_DWELL_TIME IA_FIXATION_COUNT IA_SKIP IA_REGRESSION_IN_COUNT IA_REGRESSION_OUT_COUNT IA_REGRESSION_OUT_FULL_COUNT IA_REGRESSION_PATH_DURATION
observing 0.7748968008255934 0.41571853384187735 0.475609756097561 0.40298979772663984 0.4917491749174917 0.14705882352941174 0.2328767123287671 0.1625 0.18750000000000003 0.3467998536569142
interesting 0.7691993464052289 0.4469341909625703 0.5121951219512195 0.4598364598364598 0.5610561056105611 0.11764705882352941 0.136986301369863 0.23750000000000002 0.31875 0.44589186132883957
sunspot 0.7137082903336774 0.31959079449221023 0.3861788617886179 0.2993721677932204 0.36633663366336633 0.1764705882352941 0.0273972602739726 0.125 0.1375 0.3030521402676305
group 0.6269994840041281 0.2704441140345207 0.3150406504065041 0.24567099567099565 0.3003300330033003 0.6617647058823529 0.4452054794520548 0.04375 0.05 0.2059723500260535
through 0.6056824045407637 0.2596564095933803 0.35060975609756095 0.2885971241234399 0.3861386138613861 0.2536764705882353 0.15753424657534248 0.278125 0.321875 0.30861206886994313
his 0.3888630890952873 0.15803380955459304 0.20325203252032525 0.14399255715045192 0.1881188118811881 0.7455882352941178 0.16575342465753418 0.08624999999999998 0.11749999999999994 0.14180977616159826
telescope 0.6430168558651531 0.2848115586010731 0.34146341463414637 0.2549935444672287 0.31683168316831684 0.3382352941176471 0.1095890410958904 0.2 0.225 0.3470991917870486
when 0.4149584076054666 0.17220952168266154 0.2143385070214339 0.15936305409989618 0.20432043204320438 0.6657754010695187 0.14570361145703611 0.09090909090909086 0.10909090909090909 0.16086350483627618
he 0.2988762756564614 0.12084653177322387 0.14859981933152663 0.10497132280758013 0.13348001466813347 0.8316993464052287 0.09132420091324198 0.06527777777777773 0.07986111111111106 0.10288300806488371
saw 0.4343825249398005 0.17560928308229362 0.21544715447154472 0.15473658894711526 0.1947194719471947 0.6176470588235294 0.08904109589041095 0.05 0.05625 0.15624341733278638
what 0.47147689485150784 0.188699980606374 0.25474254742547436 0.16858644928820363 0.23212321232123215 0.4950980392156862 0.1095890410958904 0.05416666666666667 0.06249999999999999 0.14510138693333627
described 0.7067423460612315 0.36965867218307585 0.4471544715447155 0.36833244727981573 0.46204620462046203 0.14705882352941174 0.1643835616438356 0.18750000000000003 0.21250000000000002 0.46875242519318394
as 0.27994209379658297 0.10907231128924517 0.13888888888888887 0.09667529514020744 0.12637513751375132 0.8780637254901964 0.11872146118721466 0.04895833333333331 0.06822916666666665 0.10106957948536016
two 0.429437564499484 0.17356083134009956 0.2266260162601626 0.16256550467076783 0.21699669966996699 0.6066176470588235 0.08561643835616438 0.1625 0.2 0.18727480349006087
patches 0.6400068799449605 0.28251664619561706 0.34552845528455284 0.26933495354547987 0.3432343234323432 0.23529411764705882 0.0821917808219178 0.1625 0.175 0.25339527045754384
intensely 0.7974286205710355 0.3907492404163165 0.4146341463414634 0.37277537277537276 0.4224422442244224 0.1764705882352941 0.136986301369863 0.1375 0.15 0.3126420470293462
bright 0.623452012383901 0.25717564160579226 0.3130081300813008 0.22990557201083517 0.29042904290429045 0.2647058823529412 0.0547945205479452 0.1375 0.1625 0.3050588143992727
white 0.5818283453732371 0.2906458077445213 0.3617886178861789 0.24299384825700615 0.31683168316831684 0.8529411764705882 0.6575342465753424 0.0125 0.0125 0.2139491568642668
light 0.4984090127278982 0.22307518262331116 0.34552845528455284 0.22403230297967142 0.3498349834983498 0.3676470588235294 0.1780821917808219 0.47500000000000003 0.5 0.2835951618088892
over 0.5051456255016629 0.20472665761630787 0.23306233062330628 0.18623157219648448 0.22112211221122113 0.7156862745098039 0.3105022831050228 0.041666666666666664 0.05833333333333334 0.15797662206158972
sunspots 0.6870485036119712 0.3341521753183787 0.37804878048780494 0.310966810966811 0.37623762376237624 0.1911764705882353 0.0547945205479452 0.3375 0.3375 0.3688289227153294
jotted 0.7364121087031305 0.33816019135044284 0.3943089430894309 0.3510923774081669 0.4158415841584158 0.3235294117647059 0.3424657534246575 0.075 0.1 0.27719819510194127
note 0.6867475060199519 0.2639957334022885 0.2764227642276423 0.24076605655553027 0.2706270627062706 0.3970588235294118 0.1506849315068493 0.1 0.1625 0.20132152241155665
in 0.29986313300982953 0.11830902711393955 0.15014703338522747 0.10683300772886441 0.1397373779931185 0.8870463078848564 0.1585543573302244 0.07260638297872338 0.09547872340425531 0.11076171293119497
painstaking 0.7296181630546956 0.4290031676255737 0.508130081300813 0.44291283764967976 0.5610561056105611 0.1323529411764706 0.273972602739726 0.2 0.25 0.3705695185090744
record 0.5943842449260406 0.22941043377076736 0.2682926829268293 0.21589326852484747 0.2607260726072607 0.3676470588235294 0.0410958904109589 0.125 0.175 0.21683167219148772
night 0.6351049191606468 0.2696683689960566 0.3231707317073171 0.25340497708918763 0.31518151815181517 0.5367647058823529 0.3904109589041096 0.11875000000000001 0.1375 0.24414904821561217
there 0.5582107843137255 0.2591836899605663 0.2886178861788618 0.24048441811599708 0.2772277227722772 0.47794117647058826 0.10273972602739725 0.240625 0.2625 0.3384350159092673
scarcely 0.7312521499828002 0.4286799405262137 0.467479674796748 0.4017366648945596 0.4587458745874587 0.5735294117647058 0.6164383561643836 0.0125 0.0375 0.3287619596669586
square 0.6677846577227383 0.31609994181912215 0.36585365853658536 0.36494012809802284 0.4257425742574258 0.2647058823529412 0.1232876712328767 0.35 0.35 0.38763179192673974
inch 0.4435414516683867 0.19104337707673413 0.24796747967479676 0.18699526594263435 0.24752475247524752 0.5147058823529412 0.1232876712328767 0.125 0.1625 0.19095555383097373
earth 0.7017543859649124 0.3149201629064581 0.36483739837398377 0.338478772689299 0.40264026402640263 0.3860294117647059 0.4452054794520548 0.11875000000000001 0.18125 0.2800225057927472
not 0.4512156255691133 0.18213847048936585 0.22285987565758011 0.16559819036599221 0.2100562997476218 0.6505190311418688 0.176470588235294 0.08161764705882346 0.10808823529411753 0.16610592396028911
illuminated 0.713622291021672 0.35385286702437135 0.4471544715447155 0.36372496898812684 0.46864686468646866 0.10294117647058823 0.2465753424657534 0.1625 0.2625 0.3318662069424273
by 0.29906260749914015 0.1174422577874644 0.14034068912117684 0.10438735125451919 0.12839855414112833 0.8956582633053219 0.14742335290280484 0.05773809523809519 0.07261904761904757 0.10930804322083608
aurora 0.821422428620571 0.47155601525631907 0.4349593495934959 0.48553201184780137 0.46204620462046203 0.25 0.0 0.7500000000000001 0.7500000000000001 0.9856428563509573
agree 0.5847523219814242 0.27081582519878467 0.34959349593495936 0.24256347940558468 0.32673267326732675 0.4117647058823529 0.3424657534246575 0.025 0.025 0.19134358474040733
california's 0.6833075335397317 0.33208352188247464 0.44308943089430897 0.3390040758461811 0.46864686468646866 0.11764705882352941 0.2191780821917808 0.275 0.325 0.2991163981862327
three 0.578452872377021 0.24444857456849184 0.31402439024390244 0.22635502898660792 0.3028052805280528 0.40808823529411764 0.19863013698630136 0.1125 0.146875 0.22794598609740685
strikes 0.6520897832817337 0.29570431184950546 0.3699186991869919 0.2562466772993089 0.3366336633663366 0.1764705882352941 0.0684931506849315 0.18750000000000003 0.2 0.24096719475825676
you're 0.6536807705538357 0.28852867024371326 0.3617886178861789 0.2434875066454014 0.31848184818481845 0.23529411764705882 0.0958904109589041 0.04375 0.06875 0.21173738068049536
out 0.38636050911592734 0.1569703923976987 0.20934959349593488 0.14579504316346426 0.19735973597359732 0.683823529411765 0.17123287671232873 0.0975 0.12499999999999996 0.14729320724176545
law 0.31753095975232204 0.125032322709936 0.16869918699186995 0.10125693020429863 0.14356435643564358 0.7279411764705882 0.0273972602739726 0.075 0.0875 0.13822215323894943
will 0.5036119711042312 0.20609929536492338 0.2528455284552845 0.18624085466190726 0.23762376237623759 0.4999999999999999 0.13424657534246576 0.05250000000000001 0.07250000000000004 0.1612190822514662
be 0.3128157080006518 0.12076019611378958 0.15511339323919549 0.10842830094907657 0.14347750564530135 0.8250773993808052 0.129776496034607 0.05986842105263159 0.08289473684210526 0.10884762988970006
financial 0.7050008599931201 0.3805918288189282 0.459349593495935 0.3222133616870459 0.40759075907590764 0.3235294117647059 0.2191780821917808 0.09375000000000001 0.1125 0.2908125367243539
disaster 0.7204162366701068 0.3228553881957464 0.3902439024390244 0.2609301030353662 0.3333333333333333 0.1911764705882353 0.0273972602739726 0.0875 0.0875 0.2460781161653677
for 0.34111040748037663 0.13533371728794835 0.18181818181818188 0.1210751856684871 0.16501650165016502 0.7586898395721922 0.1307596513075966 0.08465909090909093 0.10909090909090917 0.12854204188919646
taxpayers 0.7679738562091504 0.40733079061348504 0.45121951219512196 0.35192779929622037 0.40924092409240925 0.47058823529411764 0.5068493150684932 0.0625 0.0875 0.36387321367199194
who 0.34591789932347217 0.14207447152369254 0.1802168021680217 0.13197556180012315 0.17051705170517054 0.8333333333333328 0.1917808219178082 0.13333333333333336 0.15833333333333338 0.1672450174983462
care 0.5587375300997593 0.21564095933803093 0.2682926829268293 0.20424799372167793 0.2706270627062706 0.4264705882352941 0.1232876712328767 0.175 0.18750000000000003 0.2173970886595195
about 0.5027519779841763 0.20211390522981448 0.2642276422764228 0.18393838130680237 0.24917491749174916 0.5294117647058824 0.2054794520547945 0.05 0.075 0.1729897227241987
education 0.672686618507052 0.32062512121016223 0.3821138211382114 0.29061289587605377 0.36633663366336633 0.2941176470588235 0.0410958904109589 0.18750000000000003 0.225 0.29351766649297667
other 0.5344943240454078 0.2187180813239383 0.25447154471544714 0.19205842890053426 0.22970297029702963 0.5676470588235295 0.18630136986301368 0.04250000000000001 0.057500000000000016 0.16423020210867093
vital 0.5629084967320263 0.23138211907686343 0.2926829268292683 0.21293131819447608 0.2772277227722772 0.3970588235294118 0.1095890410958904 0.175 0.18750000000000003 0.20931495914588855
services 0.5621345029239766 0.2620725321610964 0.32113821138211385 0.24271537429432166 0.3069306930693069 0.4117647058823529 0.0410958904109589 0.1125 0.1375 0.2831184381201565
it's 0.46982038429406847 0.1977341780334864 0.24390243902439027 0.1821129302332309 0.23149457802923143 0.5756302521008403 0.1604696673189824 0.05714285714285714 0.0767857142857143 0.1632232223036999
far 0.5392156862745098 0.218186372745491 0.26626016260162605 0.2076149970886813 0.2623762376237624 0.5294117647058824 0.19863013698630136 0.1125 0.14375000000000002 0.1801184048603643
from 0.4184327239667798 0.17060157180720892 0.22270615563298493 0.15973555823179883 0.21216407355021208 0.6670168067226889 0.19471624266144807 0.09642857142857139 0.12232142857142854 0.16681290416586814
clear 0.6152820777433782 0.2664280173249725 0.3313008130081301 0.23750031644768488 0.3102310231023102 0.34558823529411764 0.0684931506849315 0.1 0.11875000000000001 0.238489340236588
even 0.5363304093567253 0.22443435257612013 0.26910569105691057 0.20459861775651253 0.2557755775577558 0.5735294117647058 0.23287671232876703 0.06875 0.10124999999999998 0.19932704353706815
credited 0.6969384244926041 0.31021720861076996 0.3739837398373984 0.3496367180577707 0.43564356435643564 0.25 0.1643835616438356 0.45 0.47500000000000003 0.4094058692446701
with 0.4602027945681197 0.189354900276744 0.23344947735191637 0.17514023153120895 0.223950966525224 0.6407563025210082 0.19765166340508789 0.08690476190476185 0.10416666666666659 0.17696426789653977
reduction 0.797686618507052 0.38903613678970844 0.4390243902439025 0.37496519075466445 0.4389438943894389 0.10294117647058823 0.1643835616438356 0.18750000000000003 0.25 0.3262342154569341
crime 0.5674127106983144 0.2395516840131877 0.28658536585365857 0.22465254044201413 0.2731023102310231 0.4632352941176471 0.17465753424657532 0.0875 0.115625 0.2145921795141853
california 0.5641984864121088 0.2943063546447734 0.4024390243902439 0.26268955216323636 0.3696369636963696 0.2941176470588235 0.1506849315068493 0.26875 0.3125 0.3406467920930387
while 0.48389662882696943 0.20518456267373456 0.23983739837398374 0.18595098858256753 0.22607260726072606 0.6323529411764706 0.2054794520547945 0.05 0.0625 0.16217474694841405
true 0.4763071895424837 0.18079707802702177 0.23983739837398374 0.1527429685324422 0.2112211221122112 0.4411764705882353 0.0547945205479452 0.1125 0.1375 0.15453608133127864
declined 0.7020123839009289 0.3544265951257354 0.4146341463414634 0.31177691704007493 0.3811881188118812 0.4632352941176471 0.3424657534246575 0.1 0.11875000000000001 0.3538287564163683
last 0.4832731338149295 0.19318745016915548 0.2439024390243903 0.20249698319873757 0.25522552255225517 0.5 0.1324200913242009 0.26249999999999996 0.29583333333333334 0.2868694035780146
year 0.3510491916064672 0.13733919451806842 0.1951219512195122 0.1290853396116554 0.18811881188118812 0.588235294117647 0.0684931506849315 0.1 0.1375 0.12510116520138806
also 0.544910069290874 0.22262728221419806 0.2729384436701509 0.2230757268351252 0.2833569071192833 0.504201680672269 0.24266144814090013 0.13749999999999998 0.18392857142857144 0.20505295434064041
dropped 0.7695218438252495 0.35627707026957145 0.4024390243902439 0.4101668312194628 0.46204620462046203 0.1911764705882353 0.3561643835616438 0.23750000000000002 0.37500000000000006 0.34655594851384164
nationwide 0.8518231854145168 0.529332859266921 0.508130081300813 0.4722158932685248 0.4752475247524752 0.08823529411764705 0.0 0.65 0.65 0.7046086985443298
bad 0.4857241142070864 0.19922102269054237 0.25609756097560976 0.17328675223412066 0.23432343234323433 0.4264705882352941 0.0410958904109589 0.28750000000000003 0.3125 0.23467000742802027
temper 0.39576883384932926 0.17615876915120565 0.25609756097560976 0.15852763221184274 0.24092409240924093 0.5294117647058824 0.0821917808219178 0.1625 0.1625 0.18178693777092875
she 0.34478199174406604 0.13649678389036138 0.16971544715447157 0.11235949722791827 0.14480198019801982 0.8327205882352942 0.14897260273972604 0.04375 0.053125000000000006 0.10925287420037916
mixing 0.5577915376676986 0.24277587432930378 0.32113821138211385 0.2263360421255158 0.3135313531353135 0.3235294117647059 0.1643835616438356 0.1 0.1125 0.1981729287464384
christmas 0.6899294805641555 0.3366733466933868 0.4146341463414634 0.3019796967165388 0.3927392739273928 0.23529411764705882 0.0547945205479452 0.21250000000000002 0.23750000000000002 0.29845120234148936
puddings 0.7772187822497421 0.3373036395371388 0.37804878048780494 0.2947646895015316 0.3465346534653465 0.1764705882352941 0.1232876712328767 0.0625 0.0625 0.2521313983525316
kitchen 0.6050481596147231 0.24562027280367185 0.32113821138211385 0.2117541328067644 0.29042904290429045 0.3088235294117647 0.0136986301369863 0.23750000000000002 0.25 0.23178749210079935
had 0.35681114551083615 0.1404486392139117 0.17642276422764222 0.11669831143515355 0.15181518151815182 0.7352941176470588 0.09041095890410962 0.040000000000000015 0.04750000000000001 0.11990598565394293
been 0.44905615755073963 0.187645452194712 0.2621951219512195 0.16139464823675348 0.2301980198019802 0.4963235294117647 0.0547945205479452 0.078125 0.0875 0.18165944190068628
drawn 0.6292999656002752 0.2901124830305773 0.34146341463414637 0.2846636794005215 0.3498349834983498 0.8382352941176471 0.7671232876712328 0.025 0.075 0.2532733178860076
them 0.431028551771586 0.17368608184110168 0.22493224932249323 0.16033349366682703 0.21342134213421343 0.6004901960784312 0.10958904109589043 0.13958333333333334 0.18541666666666662 0.18115315395218717
raisin 0.7040763673890609 0.3255381731204344 0.3902439024390244 0.35873775347459563 0.43564356435643564 0.20588235294117646 0.1780821917808219 0.37500000000000006 0.43750000000000006 0.4149380813534518
still 0.6221878224974199 0.26067295882086755 0.30813008130081293 0.24884180147338048 0.3082508250825083 0.4205882352941176 0.18356164383561632 0.13249999999999998 0.1749999999999999 0.23392720540139036
her 0.39988605091159274 0.18028193483741678 0.22154471544715448 0.16123642439431912 0.20420792079207922 0.6966911764705882 0.1541095890410959 0.1546875 0.1765625 0.2056605394738301
cheek 0.5093739250085999 0.21000064645419875 0.2642276422764228 0.1705653021442495 0.22442244224422442 0.4558823529411765 0.0273972602739726 0.15 0.175 0.19766294526546857
nana's 0.74656002751978 0.3595255026181395 0.41869918699187 0.3386623123465229 0.40264026402640263 0.23529411764705882 0.2328767123287671 0.1375 0.15 0.34916129890575287
absurd 0.8134244926040592 0.35018423944663524 0.3577235772357724 0.32265005949216474 0.3498349834983498 0.25 0.1506849315068493 0.1375 0.1375 0.29892792603022206
suspicions 0.7944616443068456 0.435613161807486 0.46341463414634154 0.3910407331459963 0.4389438943894389 0.14705882352941174 0.0273972602739726 0.21250000000000002 0.225 0.38144547057062717
thought 0.6861025111799106 0.3217240933479863 0.3821138211382114 0.2864547732968786 0.35973597359735976 0.2426470588235294 0.06164383561643835 0.125 0.15 0.26745307597645207
best 0.6174320605435157 0.25446861464865217 0.2886178861788618 0.22311460469355207 0.2607260726072607 0.625 0.3219178082191781 0.075 0.08125 0.20228605638643446
way 0.5268604517830524 0.217790419548775 0.25474254742547425 0.1936870796519919 0.23872387238723877 0.7499999999999999 0.36073059360730586 0.14583333333333337 0.16250000000000003 0.1970051404856668
getting 0.6425223598211215 0.2637613937552524 0.3272357723577236 0.23648768385610489 0.30363036303630364 0.22058823529411764 0.0958904109589041 0.10625000000000001 0.125 0.2315602168538454
little 0.6663943355119827 0.27106363264162736 0.3238482384823849 0.27816595360455015 0.350935093509351 0.25980392156862747 0.2465753424657535 0.1 0.1666666666666667 0.23456653251883794
quiet 0.5644564843481252 0.22333376430279916 0.2804878048780488 0.202526518315992 0.2607260726072607 0.3676470588235294 0.1095890410958904 0.0625 0.0625 0.1733056907504518
take 0.5506249283339065 0.22162066067619102 0.25474254742547425 0.20030716521944594 0.2387238723872387 0.6225490196078434 0.2968036529680364 0.045833333333333344 0.08333333333333331 0.18516095891676548
nana 0.44956140350877194 0.17276488460792552 0.21138211382113822 0.15355307460570616 0.1914191419141914 0.5441176470588235 0.0684931506849315 0.075 0.0875 0.13560017295091964
nursery 0.5853973168214656 0.24736569914021594 0.3170731707317073 0.21496924128503075 0.28712871287128716 0.3088235294117647 0.0410958904109589 0.21250000000000002 0.23750000000000002 0.2174857814388186
